NER_DATA,TAG
ತೆರಿಪಾದೆರ್,O
ಆಂಡ,O
ಆತೊಂಜಿ,O
ಕಾಸ್,O
ಒಟ್ಟು,O
Read,O
more…65,O
ಒಡಿಪು,B-LOC
ಕಾರ್ಲ,I-LOC
ಶ್ರೀ,O
ಕ್ಷೇತ್ರ,O
ಅತ್ತೂರು,B-LOC
ಕೃಷ್ಣಗಿರಿ,I-LOC
ಕಲ್ಕುಡ,O
ದೈವೊಲ್ಯ,O
ಟ್ರಸ್ಟ್,B-ORG
(ರಿ.),O
*,O
ಬೊಕ್ಕ,O
ಶ್ರೀ,O
ಕ್ಷೇತ್ರ,O
ಅತ್ತೂರು,O
ಪರ್ಪಲೆಗಿರಿ,O
ಪುನರುತ್ಥಾನ,B-FUN
ಸಮಿತಿದ,B-ORG
ಒಟ್ಟುಸೇರಿಗೆಡ್,O
ಶ್ರೀ,O
ಕ್ಷೇತ್ರ,O
ಪರ್ಪಲೆಗಿರಿ,O
ಪುನರುತ್ಥಾನದ,O
ವಿಜ್ಞಾಪನಾ,O
ಪತ್ರ,O
ಬುಡುಗಡೆ,O
ಲೇಸ್,B-FUN
(ಇನಿ),O
ಜ.1,B-DATE
ಸೋಮಾರ,O
ಬಯ್ಯಗ್,O
ಅತ್ತೂರು,B-LOC
ಶ್ರೀ,B-ORG
ಕ್ಷೇತ್ರ,I-ORG
ಪರ್ಪಲೆಗಿರಿಟ್ಟ್,I-ORG
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಈ,O
ಲೇಸ್,B-FUN
ಮಾತ,O
ಹಿಂದೂ,O
ಭಾಂದವೆರ್,B-FAM
ಪಾಲ್,O
ಪಡೆವೊಡು,O
ಪಂದ್,O
ಲೆಪ್ಪೋಲೆಡ್,O
ತೆರಿಪಾದೆರ್.,O
*,O
66,B-NUM
ಮಿಯ್ಯಾರ್,B-LOC
ಲವಕುಶ,I-LOC
ಬಯಲು,O
ಕಂಬುಲ,B-ENT
ಜ.6,B-DATE
ಸನಿಯಾರ,O
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಈ,O
ಲೇಸ್,B-FUN
ಡ್,O
ಕಂಬುಲ,B-ENT
ಕ್ರೀಡಾ,B-SPT
ಅಭಿಮಾನಿಲು,O
ಕಂಬುಲ,B-ENT
ಕೂಟಡ್,O
ಪಾಲ್,O
ಪಡೆಪುನ,O
ಮಾತ,O
ಕೂಟದಕುಲು,O
ಪಾಲ್,O
ಪಡೆವೊಡು,O
ಪಂದ್,O
ಕಂಬುಲ,B-ENT
ಸಮಿತಿದ,B-ORG
ಗುರ್ಕಾರೆ,B-ROL
ಕಾರ್ಲ,B-LOC
ಶಾಸಕೆರ್,B-POL
ಸುನಿಲ್,B-PER
ಕುಮಾರ್,I-PER
ಲೆಪ್ಪೋಲೆಡ್,O
ತೆರಿಪಾದೆರ್.,O
*,O
67,B-NUM
ವೃತ್ತಿಡ್,O
ಇಂಜಿನಿಯರ್,B-ROL
ಆಯಿನ,O
ಕಲೆಸಾಹಿತ್ಯಾಸಕ್ತಿರ್ದ್,B-ENT
30,B-NUM
ರ್ದ್,O
ಎಚ್ಚ,O
ಪ್ರಸಂಗನ್,O
ಯಕ್ಷಗಾನ,O
ಕ್ಷೇತ್ರಗ್,O
ಕೊರ್ನ,O
ಅಗರಿ,O
ಭಾಸ್ಕರ,B-PER
ರಾವ್,I-PER
-76,B-NUM
ಬೆಂಗ್ಲೂರುಡು,B-LOC
ದೇವೆರೆ,O
ಪಾದೊ,O
ಸೇರಿಯೆರ್.,O
*,O
ಯಕ್ಷಗಾನದ,B-ENT
ಪುಗರ್ತೆದ,O
ಭಾಗವತೆರಾಯಿನ,B-ROL
ಅಗರಿ,B-PER
ಶ್ರೀನಿವಾಸ,I-PER
ಭಾಗವತೆರೆನ,B-ROL
ಮಗೆ,B-FAM
ಹಿರಿಯೆರಾಯಿನ,O
ರಘುರಾಮೆರ್,B-PER
ಪುಗರ್ತೆದ,O
ಭಾಗವತೆರಾಂಡ,O
ಅಮ್ಮೆರ್,B-FAM
ನ,O
ಕುಡೊಂಜಿ,O
ಪ್ರವೃತ್ತಿ,O
ಆಯಿನ,O
ಪ್ರಸಂಗ,B-ENT
ರಚನೆನ್,O
ಮೇರ್,O
ದುಂಬರಿಸಾದ್,O
ಸುಮಾರ್,O
ಪ್ರಸಂಗನ್,B-ENT
ಬರೆತೆರ್.,O
*,O
ಶ್ರೀ,O
ವಿಶ್ವಕರ್ಮ,O
ಮಹಾತ್ಮೆ,O
ಶ್ರೀಹರಿ,O
ಲೀಲಾರ್ಣವ,O
ಶ್ರೀದೇವಿ,O
ತ್ರಿಕರ್ಣೇಶ್ವರೀ,O
ಮಹಾತ್ಮೆ,O
Read,O
more…68,O
ಸುಬ್ರಮಣ್ಯ,B-LOC
ಕುಕ್ಕೆ,I-LOC
ಶ್ರೀ,I-LOC
ಸುಬ್ರಹ್ಮಣ್ಯಡ್,I-LOC
ನಡತಿನ,O
ವರ್ಷದ,O
ಜಾತ್ರೆದ,B-FUN
ಬೊಕ್ಕ,O
ಅಲ್ಪಲ್ಪ,O
ಬೂರ್ದಿತ್ತಿನ,O
ಕಜವುನ್,O
ರವಿ,B-PER
ಕಕ್ಕೆಪದವು,I-PER
ಸಮಾಜ,O
ಸೇವಾ,O
ಟ್ರಸ್ಟ್,B-ORG
ದಕುಲು,O
ಐತಾರ,O
ಪೆಜಿದ್,O
ಇಡೀ,O
ಪರಿಸರನ್,O
ಸ್ವಚ್ಛ,O
ಮಲ್ತೆರ್.,O
*,O
ಜಾತ್ರೆದಾನಿ,B-FUN
ಬೇರದಕುಲು,O
ಬೊಕ್ಕ,O
ಸಾರ್ವಜನಿಕೆರ್,B-PER
ಅಲ್ಪಲ್ಪ,O
ಕಜವು,O
ಪಾಡ್ದಿತ್ತೆರ್.,O
*,O
ಇಡೀ,O
ಪರಿಸರಡ್,O
ಕಜವು,O
ದಿಂಜಿದ್,O
ಇತ್ತ್ಂಡ್.,O
*,O
ಅಲ್ಪಲ್ಪ,O
ಪ್ಲಾಸ್ಟಿಕ್,O
ಬಾಟ್ಲಿ,O
ತೊಟ್ಟೆ,O
ತೊಟ್ಟಿಲ್,O
ಬೊಕ್ಕ,O
ತೆನಸ್,O
ದ,O
ಮೂಟೆಲು,O
ಇತ್ತ್ಂಡ್.,O
*,O
ಕೆಲವು,O
ಕಡೆಟ್ಟ್,O
ವಾಸನೆಲ,O
ಬರೊಂದು,O
ಇತ್ತ್ಂಡ್.,O
*,O
Read,O
more…69,O
ಬಂಗ್ರಕೂಳೂರು,B-LOC
ಕುಡ್ಲ,I-LOC
“ರಾಮ,B-PER
ಲಕ್ಷ್ಮಣ”,I-PER
ಜೋಡುಕರೆ,B-LOC
ಕಂಬುಲ,B-ENT
ಡಿ.30,B-NUM
ಕ್ಕ್,O
ನಡತ್ಂಡ್.,O
*,O
ಈ,O
ಕಂಬುಲ,B-ENT
ಕೂಟಡ್,O
ಗೆಂದಿನಕ್ಲೆನ,O
ಪೊಲಬು,O
ಇಂಚ,O
ಉಂಡು.,O
*,O
ಕನೆಪಲಯಿ,O
8,B-NUM
ಜತೆ,O
ಅಡ್ಡಪಲಯಿ,O
4,B-NUM
ಜತೆ,O
ಬಲ್ಲ್,O
ದ,O
ಮಲ್ಲ,O
22,B-NUM
ಜತೆ,O
ನಾಯೆರ್,O
ದ,O
ಮಲ್ಲ,O
29,B-NUM
ಜತೆ,O
ಬಲ್ಲ್,O
ದ,O
ಎಲ್ಯ,O
26,B-NUM
ಜತೆ,O
ನಾಯೆರ್,O
ದ,O
ಎಲ್ಯ,O
81,B-NUM
ಜತೆ,O
ಒಟ್ಟು,O
ಎರ್ಲೆನ,O
ಸಂಖ್ಯೆ,O
170,B-NUM
ಜತೆ,O
ಇತ್ತ್ಂಡ್.,O
*,O
ಕನೆಪಲಯಿ,O
(ನೀರ್,O
Read,O
more…70,O
ಬಂಟ್ವಾಳ,B-LOC
ನಾಟಕ,B-ENT
ಕಲಾವಿದೆಯೊರಿ,I-ENT
ಬೈಕ್,O
ಸ್ಕಿಡ್,O
ಆದ್,O
ಬೂರ್ದು,O
ಜಾಗೆಡೇ,O
ತೀರ್,O
ಪೋಯಿನ,O
ಘಟನೆ,O
ವಗ್ಗ,O
ಕೈತಲ್ದ,O
ಕೊಡ್ಯಮಲೆಡ್,B-LOC
ನಡತ್ಂಡ್.,O
*,O
ಬಂಟ್ವಾಳ,B-LOC
ತಾಲೂಕ್,B-GPE
ದ,O
ದೇವಶ್ಯಪಡೂರು,B-LOC
ಗ್ರಾಮದ,O
ಮುರಾಯಿದೊಟ್ಟು,B-LOC
ನೂಜೆ,I-LOC
ದಿ.ಬೇಬಿ,B-PER
ಮೆರೆನ,O
ಮಗೆ,O
ಗೌತಮ್,B-PER
-26,B-NUM
ಈ,O
ಘಟನೆಡ್,O
ತೀರ್,O
ಪೋಯಿನಾರ್.,O
*,O
ಬೆದ್ರ,O
ಪಿಂಗಾರ,O
ಕಲಾವಿದೆರ್,O
ಕೂಟದ,O
ಕಲಾವಿದೆರಾಯಿನ,O
ಮೇರ್,O
ಡಿ.30,B-NUM
ಕ್ಕ್,O
ಬೆಳುವಾಯಿಡ್,B-LOC
ಕದಂಬ,B-ENT
ನಾಟಕ,I-ENT
ಮುಗಿತ್,O
ದ್,O
ಇಲ್ಲಗ್,O
ಬನ್ನಗ,O
ಈ,O
ಘಟನೆ,O
ನಡತ್ಂಡ್.,O
*,O
ಬೊಲ್ಪುಗು,O
Read,O
more…71,O
ಮೀರಾ,B-PER
ಗಾಂವ್,I-PER
ಶ್ರೀ,B-ORG
ಮಹಾಲಿಂಗೇಶ್ವರ,I-ORG
ದೇವಲ್ಯಡ್,I-ORG
ಶ್ರೀ,O
ಸಾರ್ವಜನಿಕ,O
ಸತ್ಯ,B-FUN
ನಾರಾಯಣ,I-FUN
ಮಹಾಪೂಜೆ,I-FUN
ಜ.1,B-DATE
ಸೋಮಾರ,O
(ಇನಿ),O
ಬಯ್ಯಗ್,O
ಗೌಜಿಡ್,O
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಅಂಚೆನೆ,O
ಶ್ರೀ,O
ಮಹಾಲಿಂಗೇಶ್ವರ,B-LOC
ಮಹಿಳಾ,O
ಭಜನಾ,B-ORG
ಮಂಡಳಿದಕ್ಲೆರ್ದ್,I-ORG
ಭಜನೆ,B-FUN
ಆದ್,O
ತೀರ್ಥಪ್ರಸಾದ,O
ಅನ್ನದಾನ,O
ಸೇವೆ,O
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಈ,O
ಲೇಸ್,B-FUN
ಡ್,O
ಭಕ್ತೆರ್,O
ಮಾತೆರ್ಲಾ,O
ಪಾಲ್,O
ಪಡೆದ್,O
ಪ್ರಸಾದ,O
ದೆತೊಂದು,O
ಶ್ರೀ,B-ORG
ಮಹಾಲಿಂಗೇಶ್ವರ,I-ORG
ದೇವೆರೆನ,I-ORG
ಬೊಕ್ಕ,O
ಶ್ರೀ,B-ORG
ಸತ್ಯನಾರಾಯಣ,I-ORG
ದೇವೆರೆನ,I-ORG
ಕೃಪೆಗ್,O
ಪಾತ್ರರಾವೊಡು,O
ಅಂಚೆನೆ,O
ಪೂಜೆ,B-FUN
Read,O
more…72,O
ಕುಕ್ಕೆ,B-LOC
ಶ್ರೀ,I-LOC
ಸುಬ್ರಹ್ಮಣ್ಯ,I-LOC
ದೇವಸ್ಥಾನದ,O
ಆನೆ,O
ಮಾವುತೆರಾದ್,O
ಬೇಲೆ,O
ಮಲ್ತೊಂದು,O
ಇತ್ತಿನ,O
ಶ್ರೀನಿವಾಸ,B-PER
ಧರ್ಮಸ್ಥಳ,B-LOC
ಮೇರ್,O
ಇನಿ,O
ತನ್ನ,O
ವೃತ್ತಿ,O
ಜೀವನದ,O
ಬದ್ಕ್,O
ರ್ದ್,O
ನಿವೃತ್ತಿಯಾತೆರ್.,O
*,O
ಈ,O
ಪೊರ್ತುಡು,O
ಶ್ರೀ,O
ದೇವಳದ,B-ORG
ವ್ಯವಸ್ಥಾಪನ,B-ROL
ಸಮಿತಿ,B-ORG
ಗುರ್ಕಾರ್ಲು,B-ROL
ಮೋಹನ್,B-PER
ರಾಮ್,I-PER
ಸುಳ್ಳಿ,I-PER
ಶಾಲ್,O
ಪಾರ್ದ್,O
ಮಾನಾದಿಗೆ,B-FUN
ಮಲ್ತೆರ್.,O
*,O
ಆನೆ,O
ಯಶಸ್ವಿರ್ದ್,O
ಇತ್ತ್,O
ನೆಟ್ಟ,O
ಬೇಲೆ,O
ಮಲ್ತಿನ,O
ಆನೆ,O
ಮಾವುತೆ,O
ಶ್ರೀನಿವಾಸ್,B-PER
ಅರೆಗ್,O
ನಿವೃತ್ತಿ,O
ಜೀವನದ,O
ಪೊರ್ತುಡು,O
ಮಾಲೆ,O
ಪಾರ್ದ್,O
ಆಶೀರ್ವಾದ,O
ಮಲ್ತ್ಂಡ್.,O
*,O
Read,O
more…73,O
ಕುಡ್ಲ,B-LOC
ಸಮಾಜಡ್,O
ಎಡ್ಡೆ,O
ಬೇಲೆ,O
ಮಲ್ತಿನ,O
ಸಜ್ಜನ,O
ಮಹೋದಯರೆನ್,O
ಗುರುತಿಸಾದ್,O
ಕಲ್ಕೂರ,B-FUN
ಪ್ರತಿಷ್ಠಾನ,O
ಪ್ರತಿವರ್ಷ,O
ಕೊರ್ಪಿನ,O
“ಪೇಜಾವರ,B-PER
ಶ್ರೀ,I-PER
ವಿಶ್ವೇಶತೀರ್ಥ,I-PER
ಜೀವಮಾನ,O
ಪ್ರಶಸ್ತಿ”ನ್,O
ಬೊಂಬೈದ,B-LOC
ಪುಗರ್ತೆದ,O
ರಂಗನಟೆ,B-ENT
ಸಮಾಜ,O
ಸೇವಕೆರ್,O
ಭಾಸ್ಕರ,B-PER
ಸುವರ್ಣ,O
ಸಸಿಹಿತ್ಲು,B-LOC
ಪಡೆಯೊಂದೆರ್.,O
*,O
ಕಲ್ಕೂರ,O
ಪ್ರತಿಷ್ಠಾನ,O
ಒಡಿಪುದ,B-LOC
ಪೇಜಾವರ,B-LOC
ಸ್ವಾಮಿಲೆನ,B-PER
ಕೈರ್ದ್,O
ಪ್ರಶಸ್ತಿನ್,O
ಪಡೆನ,O
ಭಾಸ್ಕರ,B-PER
ಸುವರ್ಣ,I-PER
ಸಸಿಹಿತ್ಲು,B-LOC
ಮೇರೆಗ್,O
ಶ್ರೀಕೃಷ್ಣ,B-PER
ಪರಮಾತ್ಮನ,O
ಆಶೀರ್ವಾದದೊಟ್ಟಿಗೆ,O
ಪ್ರಶಸ್ತಿನ್,O
ಹಸ್ತಾಂತರ,O
ಮಲ್ತೆರ್.,O
*,O
ಮಸ್ತ್,O
ಸಂಘಟೆನೆದೊಟ್ಟುಗೆ,B-ORG
ತನ್ನನ್,O
ತಾನ್,O
ತೊಡಗಿಸಿಸಾವೊಂದು,O
Read,O
more…74,O
ಲೈಬೀರಿಯಾಡ್,B-LOC
ಪೆಟ್ರೋಲ್,B-TRS
ಟ್ಯಾಂಕರ್,I-TRS
ಪುಡಾದ್,O
40,B-NUM
ಜನ,O
ನಾಗರಿಕೆರ್,O
ತೀರ್,O
ಪೋಯಿನ,O
ಘಟನೆ,O
ನಡತ್,O
ದ್ಂಡ್.,O
*,O
ಟ್ಯಾಂಕರ್,O
ರ್ದ್,O
ಪೆಟ್ರೋಲ್,O
ಬುರೊಂದು,O
ಇಪ್ಪುನಗ,O
ಜನ,O
ಅವೆನ್,O
ಸಂಗ್ರಹ,O
ಮಲ್ಪರೆ,O
ದುಂಬಾತ್ತೆರ್.,O
*,O
ಈ,O
ಪೊರ್ತುಡು,O
ಪುಡಾದ್,O
ಸುಮಾರ್,O
ಜನಕ್ಕ್,O
ಪೆಟ್ಟಾತ್ಂಡ್.,O
*,O
ಅತ್ತಂದೆ,O
ತೀರ್,O
ಪೋಯಿನಕ್ಲೆನ,O
ಸಂಖ್ಯೆ,O
ಎಚ್ಚಾಪುನ,O
ಅಂದಾಜಿ,O
ಉಂಡು.,O
*,O
ಅವ್ವಂತ್ತದೆ,O
ಟೊಮೊಟಾ,O
ಪೇಂಟೆಡ್,O
ನಡತಿನ,O
ಕುಡೊಂಜಿ,O
ಘಟನೆಡ್,O
88,B-NUM
ಜನಕ್ಕ್,O
ಪೆಟ್ಟಾತ್ಂಡ್,B-MED
ಪಂದ್,O
ಲೈಬೀರಿಯಾನ್,B-LOC
ಅಧಿಕಾರಿಲು,B-ROL
ತೆರಿಪಾದೆರ್.,O
*,O
75,B-NUM
ಬೊಂಬೈ,B-LOC
ನೆರೂಲ್,O
ಶ್ರೀ,O
ಅಯ್ಯಪ್ಪ,B-ORG
ಭಕ್ತವೃಂದ,I-ORG
ಚಾರಿಟೇಬಲ್,I-ORG
ಟ್ರಸ್ಟ್,I-ORG
ದ,O
31ನೇ,B-NUM
ವರ್ಷದ,O
ಶ್ರೀ,B-PER
ಅಯ್ಯಪ್ಪ,I-PER
ಸ್ವಾಮಿ,I-PER
ಮಹಾಪೂಜೆ,B-FUN
(ಡಿ.29),B-NUM
ಇನಿ,O
ರಾತ್ರೆ,O
ನೆರೂಲ್,O
ಶ್ರೀ,O
ಶನೀಶ್ವರ,O
ದೇವಲ್ಯಡ್,O
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಈ,O
ಲೇಸ್,B-FUN
ಡ್,O
ಮಾತೆರ್ಲಾ,O
ಪಾಲ್,O
ಪಡೆವೊಡು,O
ಪಂದ್,O
ನೆರೂಲ್,O
ಶ್ರೀ,O
ಅಯ್ಯಪ್ಪ,O
ಭಕ್ತವೃಂದ,O
ಚಾರಿಟೇಬಲ್,B-ORG
ಟ್ರಸ್ಟ್,I-ORG
(ರಿ.),O
*,O
ದ,O
ಗುರ್ಕಾರೆ,B-ROL
ಟ್ರಸ್ಟಿಲು,B-ORG
ಪದುಕೆರ್,B-LOC
ಮಹಿಳಾ,O
ವಿಭಾಗದ,O
ಸದಸ್ಯೆರ್,O
ಸ್ವಾಮಿನಕುಲು,O
ಲೆಪ್ಪೋಲೆಡ್,O
ತೆರಿಪಾದೆರ್.,O
*,O
76,B-NUM
ನಾಲಾಸೋಪಾರ,B-LOC
ಶ್ರೀ,O
ಅಯ್ಯಪ್ಪ,O
ಭಕ್ತ,O
ವೃಂದ,O
ಸಾಮಾಜಿಕ,O
ಸಂಸ್ಥೆ,B-ORG
(ರಿ.),O
*,O
ಡ್,O
ವರ್ಷದ,O
ಶ್ರೀ,B-FUN
ಅಯ್ಯಪ್ಪ,I-FUN
ಮಹಾಪೂಜೆ,I-FUN
ಬೊಕ್ಕ,O
ಇರುಮುಡಿ,B-FUN
ಶಬರಿಮಲೆ,I-FUN
ಯಾತ್ರೆ,I-FUN
ಜ.7,B-NUM
ಐತಾರ,O
ನಾಲಾಸೋಪಾರ,O
ದ್ವಾರಕಾ,O
ಹೋಟೆಲ್,O
ಕೈತಲ್,O
ದ,O
ಅಚೋಲ್,O
ಮಾರ್ಗದ,O
ಮಜಿಥಿಯಾ,O
ನಾಕಾಡ್,O
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಅಂಚೆನೆ,O
ಮಧ್ಯಾಹ್ನ,O
ಅನ್ನ,B-FUN
ಪ್ರಸಾದ,I-FUN
ಸೇವೆ,O
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಈ,O
ಲೇಸ್,B-FUN
ಡ್,O
ಮಾತ,O
ಭಕ್ತೆರ್,O
ಪಾಲ್,O
ಪಡೆವೊಡು,O
ಪಂದ್,O
ಲೆಪ್ಪೋಲೆಡ್,O
ತೆರಿಪಾದೆರ್.,O
*,O
77,B-NUM
ಕಡಂಬಾರು,B-LOC
ಶ್ರೀ,B-PER
ಚೌಕಾರು,O
ಮಂತ್ರವಾದಿ,O
ಗುಳಿಗ,O
ದೈವೊಲ್ಯಡ್,O
(ಡಿ.29),B-NUM
ಇನಿ,O
ತಂಬಿಲ,B-FUN
ಸೇವೆ,O
ಬೊಕ್ಕ,O
ವರ್ಷಾವಧಿ,O
ಕೋಲೋತ್ಸವ,B-FUN
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಅಂಚನೆ,O
ಸಾಂಸ್ಕೃತಿಕ,B-ENT
ಲೇಸ್,B-FUN
ದ,O
ಲೆಕ್ಕೊಡು,O
ಕಡಂಬಾರು,B-LOC
ಶಾಸ್ತ,O
ಫ್ರೆಂಡ್ಸ್,O
(ರಿ.),B-ORG
*,O
ಮುತಾಲಿಕೆಡ್,O
ಸಸಿಹಿತ್ಲು,B-LOC
ಶ್ರೀ,B-PER
ಭಗವತೀ,B-PER
ಪ್ರಸಾದಿತ,O
ದಶಾವತಾರ,B-FUN
ಯಕ್ಷಗಾನ,I-FUN
ಮಂಡಳಿದಕ್ಲೆರ್ದ್,B-ORG
ಅರ್ಧ,O
ಸತ್ಯ,O
ತುಳು,O
ಆಟ,B-FUN
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
78,B-NUM
ಸುಬ್ರಹ್ಮಣ್ಯ,B-LOC
ಇತ್ತೆ,O
ಕಂಡ,O
ಬೇಸಾಯ,O
ಮಾದೆ,O
ಅವೊಂದು,O
ಇಪ್ಪುರ್ನೆದಾವೆರ,O
ಜೋಕ್ಲೆಗ್,O
ಬೇಸಾಯದ,O
ಬಗೆಟ್ಟ್,O
ತೆರಿಪಾವುನವು,O
ಬೊಕ್ಕ,O
ಕೆಸರ್,O
ಕಂಡ,O
ಗೊಬ್ಬುದ,B-SPT
ಮಹತ್ವನ್,O
ತೆರಿಪಾವುನೇ,O
ಮಸ್ತ್,O
ಅಗತ್ಯ,O
ಆತ್ಂಡ್.,O
*,O
ಆ,O
ಮುಕೇನ,O
ಕಂಡ,O
ಬೇಸಾಯ,B-ENT
ನೇಜಿ,I-ENT
ನಡ್ಪುನೆ,O
ಕೆಸರ್,B-ENT
ದ,O
ಗೊಬ್ಬು,B-ENT
ಮಾತ,O
ಜೋಕ್ಲೆಗ್,O
ಕಂಡಗ್,O
ಜಪ್ಪದ್,O
ತೂಪಾವುನೇ,O
ಎಡ್ಡೆ,O
ಪಂದ್,O
ಪಂಜ,O
ರೈತ,O
ಉತ್ಪಾದಕೆರೆನ,O
ಕಂಪನಿ,B-ORG
ಗುರ್ಕಾರೆ,B-ROL
ತೀರ್ಥಾನಂದ,B-PER
ಕೊಡಿಂಕೇರಿ,I-PER
ಮೇರ್,O
ಪಂಡೆರ್.,O
*,O
ಮೇರ್,O
ಡಿ.28,B-DATE
ಗುರುವಾರ,O
ಪಂಜ,B-PER
ಶ್ರೀ,I-PER
Read,O
more…79,O
ಮೀರಾರೋಡ್,B-LOC
ಅಯ್ಯಪ್ಪ,B-ORG
ಸೇವಾ,I-ORG
ಸಮಿತಿದ,I-ORG
ಮುತಾಲಿಕೆಡ್,O
ಡಿ.30,B-DATE
ಸನಿಯಾರ,O
ಶಾಂತಿನಗರದ,B-LOC
ಅಯ್ಯಪ್ಪ,B-ORG
ಮಂದಿರದ,I-ORG
ಸಭಾಂಗಣಡ್,O
ವಿಶ್ವೇಶದಾಸ,B-PER
ಹರಿಕಥಾ,O
ವಿದ್ವಾನ್,B-PER
ಕೈರಬೆಟ್ಟು,B-LOC
ವಿಶ್ವನಾಥ,B-PER
ಭಟ್,I-PER
ಮೆರೆರ್ದ್,O
ಏಕಾದಶಿ,B-FUN
ವೃತ,I-FUN
ಮಹಾತ್ಮೆ,I-FUN
ಪನ್ಪುನ,O
ತುಳು,O
ಹರಿಕಥಾ,B-FUN
ಸಂಕೀರ್ತನೆ,I-FUN
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಈ,O
ಹರಿಕಥಾ,B-FUN
ಸಂಕೀರ್ತನೆಗ್,I-FUN
ತುಳು,B-PER
ಕನ್ನಡಿಗೆರ್,I-PER
ಎಚ್ಚದ,O
ಸಂಖ್ಯೆಡ್,O
ಪಾಲ್,O
ಪಡೆದ್,O
ಲೇಸ್,B-FUN
ನ್,O
ಪೊರ್ಲು,O
ಮಲ್ತ್,O
ದ್,O
ಕೊರೊಡು,O
ಪಂದ್,O
ಲೇಸ್,B-FUN
ದ,O
ಆಯೋಜಕೆರ್,O
ಅಜಿತ್,B-PER
ಜೆ.,I-PER
*,O
ಶೆಟ್ಟಿ,B-PER
ಬೆಳ್ಮಣ್,B-LOC
Read,O
more…80,O
ಮುಲ್ಕಿ,B-LOC
ಶಿಕ್ಷಣದೊಟ್ಟಿಗೆ,O
ಎಡ್ಡೆ,O
ಸಂಸ್ಕಾರನ್,O
ಸಂಸ್ಥೆ,B-ORG
ಎಂಕ್,O
ಕೊರ್ನೆದಾವೆರ,O
ಯಾನ್,O
ಜೀವನಡ್,O
ಮಲ್ಲ,O
ತಾನನ್,O
ಪಡೆಯೆರೆ,O
ಸಾಧ್ಯ,O
ಆಂಡ್,O
ಪಂದ್,O
ಶ್ರೀ,B-PER
ನಾರಾಯಣ,I-PER
ಗುರು,B-ROL
ಸಮೂಹ,O
ಶಿಕ್ಷಣ,B-ORG
ಸಂಸ್ಥೆದ,I-ORG
ಹಳೆ,O
ವಿದ್ಯಾರ್ಥಿ,O
ಲಿಯೋ,O
ಜಿಲ್ಲಾ,B-GPE
ಸಂಯೋಜಕೆರ್,O
ಕವನ್,B-PER
ಕುಬೆವೂರು,O
ಪಂಡೆರ್.,O
*,O
ಮೇರ್,O
ಮುಲ್ಕಿದ,B-LOC
ಶ್ರೀ,B-PER
ನಾರಾಯಣ,I-PER
ಗುರು,O
ಸಮೂಹ,O
ಶಿಕ್ಷಣ,B-ORG
ಸಂಸ್ಥೆಡ್,I-ORG
44ನೇ,B-NUM
ವಾರ್ಷಿಕೋತ್ಸವದ,B-FUN
ಲೆಕ್ಕೊಡು,O
ನಡತಿನ,O
ಇನಾಮು,O
ಪಟ್ಟುನ,O
ಲೇಸ್,B-FUN
ಡ್,O
ಮಲ್ಲ,O
ಬಿನ್ನೆರಾದ್,B-ROL
ಪಾಲ್,O
ಪಡೆದ್,O
ಪಾತೆರಿಯೆರ್.,O
*,O
Read,O
more…81,O
ಮಾಟುಂಗಾ,O
ಪೂರ್ವದ,O
ಬೊಂಬೈ,B-LOC
ಕನ್ನಡ,B-ORG
ಸಂಘದ,I-ORG
ಮುತಾಲಿಕೆಡ್,O
ದತ್ತಿ,O
ಉಪನ್ಯಾಸ,B-FUN
ಲೇಸ್,I-FUN
ಡಿ.23,B-DATE
ಕ್ಕ್,O
ಬಯ್ಯಗ್,O
ಮಾಟುಂಗಾದ,O
ಮೈಸೂರು,B-LOC
ಅಸೋಸಿಯೇಶನ್,B-ORG
ಡ್,O
ನಡತ್ಂಡ್.,O
*,O
ಈ,O
ಲೇಸ್,B-FUN
ಡ್,O
ಸಮಾಜ,B-ROL
ಸೇವಕೆರ್,O
ಚಿತ್ರಾಪು,B-LOC
ಕೆ.,O
*,O
ಎಂ.ಕೋಟ್ಯಾನ್,B-PER
ಮಲ್ಲ,O
ಬಿನ್ನೆರಾದ್,B-ROL
ಪಾಲ್,O
ಪಡೆದಿತ್ತೆರ್.,O
*,O
ಲಕ್ಷ್ಮಿ,B-PER
ಹೇರೂರು,I-PER
ಬೊಕ್ಕ,O
ಪದ್ಮಜಾ,B-PER
ಮಣ್ಣೂರ,I-PER
ಉಪನ್ಯಾಸ,O
ಕೊರಿಯೆರ್.,O
*,O
ಸಂಘದ,B-COM
ಗುರ್ಕಾರೆ,B-ROL
ಗುರುರಾಜ,B-PER
ಎಸ್,I-PER
ನಾಯಕ,B-ROL
ಲೇಸ್,B-FUN
ದ,O
ಗುರ್ಕಾರ್ಮೆನ್,O
ಒಯಿಸ್,O
