Words,NER Tag
ಉಂತಾವುನ,O
ಪನವುಡು,B-ACD
ಗರಿಷ್ಠ,I-ACD
ಪ್ರಮಾಣಡ್,O
ಜಾಸ್ತಿ,O
ಮಲ್ದಿನವು,O
ವಾಹನ,B-TRS
ಚಾಲಕೆರ್ನ,B-ROL
ಬೊಕ್ಕ,O
ಗ್ರಾಹಕೆರ್ನ,B-ROL
ಆಕ್ರೋಶಗ್,B-POL
ಕಾರಣ,O
ಆತುಂಡು,O
.,O
ಲೂಕುದ,B-LOC
ಗರ್ಡಾಡಿ,I-LOC
ಗ್ರಾಮದ,I-LOC
ಕುಬಳಬೆಟ್ಟು,I-LOC
ಗುತ್ತು,I-LOC
ಪನ್ಪಿನ,O
ಜಾಗೆಡ್,B-LOC
ಮೇ15,B-DATE
ತಾರೀಖ್ಗ್,I-DATE
ಪಲ್ಗುಣಿ,B-LEF
ನದಿತ,I-LEF
ಸಂಪರ್ಕ,I-LEF
ಪಲ್ಲಡ್,I-LEF
ನೀರು,I-LEF
ನಾಯಿಲು,I-LEF
(otters),O
ತೊಜಿದ್,O
ಬೈದುಂಡು,O
.,O
ಕರಿನ,O
ಡಿಸೆಂಬರ್ಡ್,B-DATE
ಫಲ್ಗುಣಿ,B-LEF
ತುದೆಟ್,I-LEF
ನೀರ್,I-LEF
ನಾಯಿಲು,I-LEF
ತೊಜಿದ್,O
ಬೈದುಂಡು,O
.,O
ಕೈತಲ್ದಕ್ಲೆಗ್,O
ಕೆಲವು,O
ಸಲ,B-DATE
ತೊಜಿದ್,O
ಬೈದುಂಡು,O
.,O
ಆಂಡ,O
ಮೇ,B-DATE
15,B-NUM
ತಾರೀಖ್ಗ್,B-DATE
ತೌಖ್ತೇ,B-LEF
ಚಂಡಮಾರುತ,I-LEF
ಬತ್ತಿಲಕನೇ,O
ನೀರುನಾಯಿಲು,B-LEF
ತುದೆ,I-LEF
ಬುಡ್ದು,O
ಹಳ್ಳಕೊಳ್ಳ,B-LEF
ಸೇರ್ದುಂಡು,O
.,O
ತೌಖ್ತೇ,B-LEF
ಚಂಡಮಾರುತದ,I-LEF
ಪರಿಣಾಮವಾದ್,O
ಶನಿವಾರ,B-DATE
ಕುಡ್ಲದ,B-LOC
ಸಸಿಹಿತ್ಲುದ,I-LOC
ಕಡಲ್ದ,B-LEF
ಬರಿ,I-LEF
ಐತಾರ,B-DATE
ಕಾಂಡೆ,I-DATE
ತಕ್ಕಮಟ್ಟ್ಗ್,O
ಶಾಂತ,O
ಆತುಂಡು,O
",",O
ಆಂಡಲಾ,O
ಒವ್ವೆ,O
ಪೊರ್ತುಡು,B-DATE
ರೌದ್ರಾವತಾರ,B-LEF
ದೆಪ್ಪುನ,O
ಪೋಡಿಗೆಡ್,O
ನೆರೆಕರೆದಕುಲು,B-FAM
ಉಲ್ಲೆರ್,O
.,O
ರಡ್ಡ್,O
ದಿನಟ್,B-DATE
ಅಪಾರ,O
ನಷ್ಟ,B-POL
ಆತುಂಡು,O
ಪಂದ್,O
ಕೈತಲ್ದಕುಲು,O
ಪಂಡೆರ್,O
.,O
ದೇಶದ,B-GPE
ಜನಕ್ಲೆನ,B-COM
ಬೇನೆನ್,O
ಕೇಂದ್ರ,B-ORG
ಸರ್ಕಾರದ,I-ORG
ಗಮನಗ್,O
ಕನಪಿನ,O
ನೆಲೆಟ್ಟ್,O
""" ",O
ನಮಕ್,O
ಉಚಿತ,B-POL
ಲಸಿಕೆ,B-MED
ಕೊರ್ಲೆ,O
"""",O
",",O
‘,O
ಲಸಿಕೆನ್,B-MED
ನಿಗದಿತ,O
ಪೊರ್ತುದ,B-DATE
ಉಲಯಿ,O
ಕೊರ್ಲೆ,O
ಪನ್ಪಿನ,O
‘,O
ಜನಾಂದೋಲನನ್,B-POL
ಐತಾರ,B-DATE
(ಮೇ,I-DATE
16),B-NUM
ಕಾಂಗ್ರೆಸ್,B-ORG
ಸುರು,O
ಮಲ್ಪರೆ,O
ಉಂಡು,O
ಪಂದ್,O
ಎಐಸಿಸಿ,B-ORG
ಕಾರ್ಯದರ್ಶಿ,B-ROL
ಐವನ್,B-PER
ಡಿಸೋಜ,I-PER
ಪಂಡೆರ್,O
.,O
ತಾಲೂಕು,B-GPE
ಕೋವಿಡ್,B-MED
ಟಾಸ್ಕ್,B-ORG
ಫೊರ್ಸ್,I-ORG
ಸಮಿತಿದ,I-ORG
ಸಭೆಯು,B-FUN
ಗುರುವಾರ,B-DATE
ಶಾಸಕ,B-ROL
ಉಮಾನಾಥ,B-PER
ಕೋಟ್ಯಾನ್,I-PER
ಮೆರ್ನ,O
ಗುರ್ಕಾರ್ಮೆಡ್,B-ROL
ನಡತುಂಡು,O
.,O
ಲಸಿಕೆ,B-MED
ಉಪ್ಪುನಗ,O
ಜನಕುಲು,B-COM
ಪಿರ,O
ಜಾರ್ದ್,O
ಇತ್ತೆರ್,O
ಜನರು,B-COM
ಇತ್ತೆ,O
ಲಸಿಕೆಗಾದ್,B-MED
ಮೇಲ್ಗ್,O
ಬುರೊಂದು,O
ಉಲ್ಲೆರ್,O
ಅಂಚಾದ್,O
ಪೂರೈಕೆಗ್,B-MED
ಬಂಗ,O
ಆವೊಂದು,O
ಉಂಡು,O
ಆಂಡಲಾ,O
ಆಯಿನಾತ್,O
ಬೇಗ,O
ಲಸಿಕೆ,B-MED
ಪೂರೈಕೆ,I-MED
ಮಲ್ಪರೆ,O
ಸರಕಾರದ,B-ORG
ಮಿತ್ತ್,O
ಒತ್ತಡ,O
ಪಾಡುವ,O
ಪಂದ್,O
ಶಾಸಕೆರ್,B-ROL
ಭರವಸೆ,O
ಕೊರಿಯೆರ್,O
.,O
ಸಂಜೆವಾಣಿ,B-ORG
ಪತ್ರಿಕೆದ,I-ORG
ಕುಡ್ಲ,B-LOC
ಆವೃತ್ತಿದ,O
ವ್ಯವಸ್ಥಾಪಕ,B-ROL
ವಿಜಯ್.,B-PER
ಎಸ್.,I-PER
ರಾವ್,I-PER
-55,B-NUM
ಮೇರ್,O
ಕೋಡೆ,B-DATE
ರಾತ್ರಿ,I-DATE
ತೀರ್ಪೋಯೆರ್,B-FAM
.,O
ಕೊರೋನ,B-MED
ಸೋಂಕುರ್ದು,I-MED
ಇತ್ತಿನ,O
ವಿಜಯ್,B-PER
ಮೇರ್,O
ಕರಿನ,O
ರಡ್ಡ್,O
ವಾರರ್ದ್,B-DATE
ಆಸ್ಪತ್ರೆದ,B-ORG
ತೀವ್ರ,B-MED
ನಿಗಾ,I-MED
ಘಟಕಡ್,I-MED
ಚಿಕಿತ್ಸೆ,I-MED
ಪಡೆಯೊಂದು,O
ಇತ್ತೆರ್,O
.,O
ಆಂಡ,O
ಮರ್ದ್ಗ್,B-MED
ಸ್ಪಂದನೆ,O
ಮಲ್ಪಂದೆ,O
ಕೋಡೆ,B-DATE
ರಾತ್ರಿ,I-DATE
ತೀರ್ಪೋಯೆರ್,B-FAM
.,O
ಕರಿನ,O
18,B-NUM
ವರ್ಷರ್ದ್,B-DATE
ಕುಡ್ಲ,B-LOC
ಸಂಜೆವಾಣಿ,B-ORG
ಆವೃತ್ತಿಡ್,O
ವ್ಯವಸ್ಥಾಪಕ,B-ROL
ಹುದ್ದೆಡಿತ್ತಿನ,I-ROL
ವಿಜಯ್,B-PER
ಮೇರ್,O
",",O
ಸರಳ,O
",",O
ಸಜ್ಜನಿಕೆ,O
ಬೊಕ್ಕ,O
ತೆಲಿಕೆ,O
ಮೋನೆದ,O
ಮುಖೇನ,O
ಮಾತೆರ್ನ,O
ಮನ,O
ಗೆಂದ್ದಿತ್ತೆರ್,O
.,O
ಸಂಜೆವಾಣಿ,B-ORG
ಪತ್ರಿಕೆದ,I-ORG
ವ್ಯವಸ್ಥಾಪಕ,B-ROL
ನಿರ್ದೇಶಕ,I-ROL
ಬಿ.ಟಿ.,B-PER
ಆಮುದನ್,I-PER
",",O
ಸಂಜೆವಾಣಿ,B-ORG
ಪತ್ರಿಕೆದ,I-ORG
ಮಾತಾ,O
ಆವೃತ್ತಿದ,O
ಸಂಪಾದಕೀಯ,B-ROL
ಬಳಗ,B-COM
ಬೊಕ್ಕ,O
ಮಾತಾ,O
ಸಿಬ್ಬಂದಿ,B-ROL
ವರ್ಗ,I-ROL
ಕಣ್ಣ,O
ನೀರ,O
ಪನಿತರ್ಪಣ,O
ಮಲ್ದೆರ್,O
.,O
ತಾಲೂಕುಡು,B-GPE
ಕೋವಿಡ್,B-MED
ಕೇಸ್,I-MED
ಜಾಸ್ತಿ,O
ಆವೊಂದಿತ್ತಿನೆರ್ದಾವರ,O
ಮುಲ್ಕಿದ,B-LOC
ಕಾರ್ನಾಡ್,I-LOC
ಬೊಕ್ಕ,O
ಕಿನ್ನಿಗೋಳಿದ,B-LOC
ಮೆನ್ನಬೆಟ್ಟುಡು,I-LOC
2,B-NUM
ಕೋವಿಡ್,B-ORG
ಕೇರ್,I-ORG
ಸೆಂಟರ್,I-ORG
ಸ್ಥಾಪನೆ,O
ಮಲ್ತೊಂದುಲ್ಲ,O
ಪಂಡ್ದ್,O
ಮುಲ್ಕಿ,B-LOC
–,O
ಬೆದ್ರ,B-LOC
ಶಾಸಕೆರ್,B-ROL
ಉಮಾನಾಥ,B-PER
ಕೋಟ್ಯಾನ್,I-PER
ತೆರಿಪಾಯೆರ್,O
.,O
ಮುಲ್ಕಿ,B-LOC
ಸಮುದಾಯ,B-ORG
ಭವನೊಡು,I-ORG
ಗುರುವಾರ,B-DATE
ನಡತಿನ,O
ತಾಲೂಕು,B-GPE
ಕೋವಿಡ್,B-MED
ಕಾರ್ಯ,I-MED
ಪಡೆತ್ತ,O
ರಡ್ಡನೇ,O
ಪ್ರಗತಿ,B-FUN
ಪರಿಶೀಲನೆ,I-FUN
ಸಭೆತ್ತ,I-FUN
ಗುರ್ಕಾರ್ಮೆ,B-ROL
ಒಯಿಸ್ದ್,O
ಆರ್,O
ಪಾತೆರಿಯೆರ್,O
.,O
ಕಾರ್ನಾಡ್ದ,B-LOC
ಡಿವೈನ್,B-ORG
ಸೆಂಟರ್ಡ್,I-ORG
160,B-NUM
ಬೆಡ್ದ,B-MED
ಕೋವಿಡ್,B-ORG
ಕೇರ್,I-ORG
ಸೆಂಟರ್,I-ORG
ಸುರು,O
ಆಪುಂಡು,O
.,O
ಮೆನ್ನಬೆಟ್ಟುದ,B-LOC
ಮೊರಾರ್ಜಿ,B-ORG
ದೇಸಾಯಿ,I-ORG
ಶಾಲೆಡ್,I-ORG
160,B-NUM
ಸೇರ್ದ್,O
ಒಟ್ಟು,O
320,B-NUM
ಬೆಡ್ದ,B-MED
ವ್ಯವಸ್ಥೆ,B-ACD
ಮಲ್ದ್ಂಡ್,O
ಪಂಡೆರ್,O
.,O
ಕೋವಿಡ್,B-MED
ಲಕ್ಷಣ,I-MED
ಇತ್ತಿನಕುಲು,O
ಮಾತೆರ್ಲ,O
ಟೆಸ್ಟ್,B-MED
ಮಲ್ಪಾಲೆ,O
.,O
ಏರ್ಲಾ,O
ಪೋಡ್ಯುನ,O
ಬೊಡ್ಚಿ,O
.,O
ಒಡಿಪುದ,B-LOC
ಯುವ,B-ROL
ಉದ್ಯಮಿ,I-ROL
ಒರಿ,O
ಟೆಸ್ಟ್,B-MED
ಮಲ್ಪಾವಂದೆ,O
ಎಂಕ್ಲೆನ,O
ಒತ್ತಾಯೊಡು,O
ಕಡೆ,B-LOC
ಕಾಲೊಗು,B-DATE
ಚಿಕಿತ್ಸೆಗ್,B-MED
ಪೋದು,O
ಜೂವ,O
ಕಳೆವೊಂಡೆರ್,O
.,O
ಕೆಮ್ರಾಲ್,B-LOC
ವ್ಯಾಪ್ತಿಡ್,I-LOC
ರಡ್ಡ್,O
ಜನ,B-COM
ಆರೋಗ್ಯ,B-ROL
ಕಾರ್ಯಕೆರ್ತೆರ್,I-ROL
ಎಚ್ಚೆರ್ಗೆ,O
ಕೊರ್ಂಡಲ,O
ನಿರ್ಲಕ್ಷ್ಯ,O
ಮಲ್ತ್ದ್,O
2,B-NUM
ಜನ,B-COM
ತೀರ್ಪೋತೆರ್,B-FAM
.,O
ಉಂದು,O
ನಮಕ್ಕ್,O
ದೇವೆರ್,O
ಕೊರಿನ,O
ಶಿಕ್ಷೆ,O
ಅತ್ತ್,O
.,O
ಪರೀಕ್ಷೆ,B-ACD
.,O
ಉಂದೆಟ್ಟ್,O
ಮಾತೆರ್ಲ,O
ಪಾಸ್,B-ACD
ಆವೊಡು,O
.,O
ಕೋವಿಡ್,B-ORG
ಕಾರ್ಯ,I-ORG
ಪಡೆತ್ತ,I-ORG
ಮಾತೆರ್ಲ,O
ನೆಟ್ಟ್,O
ಸಕ್ರಿಯವಾದ್,O
ಪಾಲ್ಪಡೆವೊಡು,O
.,O
ಜನೊಕ್ಲೆಗ್,B-COM
ಧೈರ್ಯ,O
ದಿಂಜಾವೊಡು,O
.,O
ಪರೀಕ್ಷೆ,B-MED
ಮಲ್ಪಾವರೆ,O
",",O
ವ್ಯಾಕ್ಸಿನೇಶನ್,B-MED
ಪಾಡಾವರೆ,O
ಪ್ರೋತ್ಸಾಹ,O
ಕೊರೊಡು,O
ಪಂಡೆರ್,O
.,O
ಮುಲ್ಕಿ,B-LOC
ಸರಕಾರಿ,B-ORG
ಆಸ್ಪತ್ರೆದ,I-ORG
ವೈದ್ಯಾಧಿಕಾರಿ,B-ROL
",",O
ನೋಡಲ್,B-ROL
ಆಫೀಸರ್,I-ROL
ಡಾ.ಕೃಷ್ಣ,B-PER
ಪಾತೆರ್ದ್,O
",",O
ಜ.18ರ್ದ್,B-NUM
3750,I-NUM
ಜನೊಕ್ಲೆಗ್,B-COM
ವ್ಯಾಕ್ಸಿನ್,B-MED
ಕೊರ್ತುಂಡು,O
.,O
ಸದ್ಯೊಗು,O
2ನೇ,B-NUM
ಡೋಸ್ದ,B-MED
ಮಾಹಿತಿ,B-POL
ಬೈದಿಜಿ,O
ಪಂಡೆರ್,O
.,O
ಕೆಮ್ರಾಲ್,B-LOC
ಆರೋಗ್ಯ,B-ORG
ಕೇಂದ್ರದ,I-ORG
ವೈದ್ಯಾಧಿಕಾರಿ,B-ROL
ಡಾ.ಚಿತ್ರಾ,B-PER
ಪಾತೆರ್ದ್,O
",",O
ಮಾರ್ಚ್,B-DATE
16ರ್ದ್,B-NUM
3512,I-NUM
ಜನಕ್ಕ್,B-COM
ವ್ಯಾಕ್ಸಿನೇಶನ್,B-MED
ಮಲ್ತ್ದ,O
ಪಂಡೆರ್,O
.,O
ತಹಶೀಲ್ದಾರ್,B-ROL
ಕಮಲಮ್ಮ,B-PER
",",O
ಮುಲ್ಕಿ,B-LOC
ನಗರ,B-ORG
ಪಂಚಾಯ್ತಿ,I-ORG
ಸಿಇಒ,B-ROL
ಚಂದ್ರ,B-PER
ಪೂಜಾರಿ,I-PER
",",O
ಗ್ರಾಮಾಂತರ,B-GPE
ಇಒ,B-ROL
ನಾಗರಾಜ್,B-PER
",",O
ಮುಲ್ಕಿ,B-LOC
ಸ್ಟೇಶನ್ದ,B-ORG
ಇನ್ಸ್,B-ROL
ಪೆಕ್ಟರ್,I-ROL
ಕುಸುಮೋಧರ್,B-PER
",",O
ಡಾ.,B-PER
ಭಾಸ್ಕರ,I-PER
ಕೋಟ್ಯಾನ್,I-PER
",",O
ನಗರ,B-ORG
ಪಂಚಾಯ್ತಿ,I-ORG
ಅಧ್ಯಕ್ಷೆರ್,B-ROL
ಸುಭಾಷ್,B-PER
ಶೆಟ್ಟಿ,I-PER
",",O
ಉಪಾಧ್ಯಕ್ಷೆರ್,B-ROL
ಸತೀಶ್,B-PER
ಅಂಚನ್,I-PER
ಮಿತ್ತರ್ಮೆಡ್,O
ಇತ್ತೆರ್,O
.,O
ಮುಲ್ಕಿ,B-LOC
ತಾಲೂಕು,B-GPE
ವ್ಯಾಪ್ತಿಡ್,I-GPE
ಬರ್ಪಿನ,O
7,B-NUM
ಗ್ರಾಮ,B-ORG
ಪಂಚಾಯ್ತಿ,I-ORG
",",O
2,B-NUM
ನಗರ,B-ORG
ಪಂಚಾಯ್ತಿದ,I-ORG
ಪಿಡಿಒನಕುಲು,B-ROL
",",O
ಸಿಬ್ಬಂದಿಲು,B-ROL
",",O
ಕೋವಿಡ್,B-ROL
ವಾರಿಯರ್ಸ್,I-ROL
",",O
ಆಶಾ,B-ROL
ಕಾರ್ಯಕರ್ತೆರ್,I-ROL
ಸಭೆಟ್ಟ್,B-FUN
ಪಾಲ್ಪಡೆತೆರ್,O
.,O
ನಗರ,B-ORG
ಪಂಚಾಯ್ತಿ,I-ORG
ಮಾಜಿ,B-ROL
ಅಧ್ಯಕ್ಷೆರ್,I-ROL
ಸುನಿಲ್,B-PER
ಆಳ್ವ,I-PER
ಸಭೆತ್ತ,B-FUN
ಸುಧಾರ್ಮೆ,B-ROL
ಮಲ್ತ್ದ್,O
ಸೊಲ್ಮೆ,B-ACD
ಸಂದಾಯೆರ್,I-ACD
.,O
ಕೊರೊನಾ,B-MED
ಲಾಕ್ಡೌನ್ರ್ದಾತ್ರ,B-POL
ಮಾತೆರ್ಲ,O
ಬಂಗೊಡು,O
ಉಲ್ಲೆರ್,O
.,O
ಆಂಡ,O
ರಿಕ್ಷಾ,B-TRS
ಚಾಲನೆ,I-TRS
ಮಲ್ತ್ದ್,O
ಜೀವನ,O
ಮಲ್ತೊಂದು,O
ಪ್ಪುನಕುಲು,O
ಮಸ್ತ್,O
ಕಷ್ಟೊಡು,O
ಉಲ್ಲೆರ್,O
.,O
ಅಂಚಾದ್,O
ರಿಕ್ಷಾದಕಲೆಗ್,B-ROL
ಸರ್ಕಾರ,B-ORG
ವಿಶೇಷ,O
ಪರಿಹಾರ,B-POL
ಪ್ಯಾಕೇಜ್,I-POL
ಕೊರೊಡು,O
ಪಂಡ್ದ್,O
ಮುಲ್ಕಿ,B-LOC
ರಿಕ್ಷಾ,B-ORG
ಚಾಲಕೆರ್,I-ORG
ಬೊಕ್ಕ,O
ಮಾಲಕೆರ್ನ,I-ORG
ಸಂಘದಕುಲು,I-ORG
ಬಿನ್ನೈತ,O
ಮಲ್ದೆರ್,O
.,O
ಮುಲ್ಕಿ,B-LOC
ರಿಕ್ಷಾ,B-TRS
ಪಾರ್ಕ್ಡ್,I-TRS
ಗುರುವಾರ,B-DATE
ನಡತಿನ,O
ಸುದ್ದಿಗೋಷ್ಠಿಡ್,B-POL
ಸಂಘದ,B-ORG
ಅಧ್ಯಕ್ಷೆರ್,B-ROL
ನಾಗರಾಜ್,B-PER
ಕೊಲೆಕಾಡಿ,I-PER
ಈ,O
ವಿಷಯ,B-ACD
ತೆರಿಪಾಯೆರ್,O
.,O
ಸದ್ಯದ,O
ಸೆಮಿ,B-POL
ಲಾಕ್,I-POL
ಡೌನ್ಡ್,I-POL
ಕಾಂಡೆ,B-DATE
6,B-NUM
ಗಂಟೆರ್ದ್,I-DATE
9,B-NUM
ಗಂಟೆ,I-DATE
ಮುಟ್ಟ,O
ರಿಕ್ಷಾ,B-TRS
ಚಾಲನೆ,I-TRS
ಮಲ್ಪರೆ,O
ಅವಕಾಶ,B-ACD
ಉಂಡು,O
.,O
ಆಂಡ,O
ಈ,O
ಕಡಿಮೆ,O
ಪೊರ್ತುಡು,B-DATE
ದಾಲಾ,O
ಸಂಪಾದನೆ,B-ACD
ಆಪುಜಿ,O
.,O
ಮುಲ್ಕಿ,B-LOC
ಬಸ್,B-TRS
ನಿಲ್ದಾಣದ,I-TRS
ರಿಕ್ಷಾ,I-TRS
ಪಾರ್ಕ್ಡ್,I-TRS
ಒಂಜೆಟ್ಟೇ,O
173,B-NUM
ರಿಕ್ಷಾ,B-TRS
ಉಂಡು,O
.,O
ಈತ್,O
ಕಮ್ಮಿ,O
ಪೊರ್ತುಡು,B-DATE
ಈತ್,O
ರಿಕ್ಷಾದಕಲೆಗ್,B-ROL
ಸಂಪಾದನೆ,B-ACD
ಆಪುಜಿ,O
.,O
ಅಂಚೆನೇ,O
ಎಚ್ಚಿನಕುಲು,O
ಕೈತಲ್ದ,O
ಪೆಜಮಾಡಿದ,B-LOC
ಪ್ರಯಾಣಿಕೆರ್,B-ROL
ಮುಲ್ಕಿಡ್,B-LOC
ಉಲ್ಲೆರ್,O
.,O
ಇತ್ತೆದ,O
ನಿಯಮದ,B-POL
ಪ್ರಕಾರ,O
ರಿಕ್ಷಾ,B-TRS
ಜಿಲ್ಲೆದ,B-GPE
ಗಡಿ,I-GPE
ದಾಟರೆ,O
ಇಜ್ಜಿ,O
.,O
ಅಂಚಾದ್,O
ಬಾರಿ,O
ಕಷ್ಟೊಡು,O
ಉಲ್ಲ,O
.,O
ಈ,O
ಕ್ಷೇತ್ರದ,B-ORG
ಶಾಸಕೆರ್,B-ROL
",",O
ಉಸ್ತುವಾರಿ,B-ROL
ಸಚಿವೆರ್,I-ROL
ರಿಕ್ಷಾದಕ್ಲೆನ,B-ROL
ಕಷ್ಟೊನು,O
ಅರ್ಥ,O
ಮಲ್ತೊಂದು,O
ಆಯಿನಾತ್,O
ಬೇಗ,O
ವಿಶೇಷ,O
ಪರಿಹಾರ,B-POL
ಪ್ಯಾಕೇಜ್,I-POL
ಘೋಷಣೆ,I-POL
ಮಲ್ಪೊಡು,O
ಪಂಡ್ದ್,O
ಆರ್,O
ಮನವಿ,B-ACD
ಮಲ್ತೆರ್,O
.,O
ಸಂಘದ,B-ORG
ಸದಸ್ಯೆರ್,B-ROL
ವಿಲ್ಫ್ರೆಡ್,B-PER
ಕೊಲ್ಲೂರು,I-PER
ಮೇರ್,O
ಪಾತೆರ್ದ್,O
",",O
ಕಾಂಡೆ,B-DATE
6ರ್ದ್,B-NUM
9,I-NUM
ಗಂಟೆ,B-DATE
ಮುಟ್ಟ,O
ಕಾಲಿ,O
ಮೂಜಿ,O
ಗಂಟೆದ,B-DATE
ಪೊರ್ತುಡು,I-DATE
ರಿಕ್ಷಾದಕಲೆಗ್,B-ROL
300,B-NUM
ರೂಪಾಯಿ,B-ACD
ಸಂಪಾದನೆ,I-ACD
ಆಂಡಲ,O
ಪೆಟ್ರೋಲ್,B-TRS
",",O
ಡೀಸೆಲ್,B-TRS
ಪಂಡ್ದ್,O
200,B-NUM
ರೂಪಾಯಿ,B-ACD
ಕರ್ಚಿ,I-ACD
ಆಪುಂಡು,O
.,O
ಒರಿನ,O
100,B-NUM
ರೂಪಾಯಿಡ್,B-ACD
ಎಂಕುಲು,O
ಜೀವನ,O
ದೆಪ್ಪುನು,O
ಎಂಚ,O
ಪಂಡ್ದ್,O
ಕೇಂಡಿನ,O
ಆರ್,O
",",O
ರಿಕ್ಷಾ,B-TRS
ಚಾಲನೆ,I-TRS
ಮಲ್ಪರೆ,O
ಕಾಂಡೆ,B-DATE
6,B-NUM
ಗಂಟೆರ್ದ್,I-DATE
ಮಧ್ಯಾಹ್ನ,I-DATE
12,B-NUM
ಗಂಟೆ,B-DATE
ಮುಟ್ಟ,O
ಅವಕಾಶ,B-ACD
ಮಲ್ತ್,O
ಕೊರೊಡು,O
ಪಂಡ್ದ್,O
ಆರ್,O
ಮನವಿ,B-POL
ಮಲ್ತೆರ್,O
.,O
ಸದಸ್ಯೆರ್,B-ROL
ಗಣೇಶ್,B-PER
ಕಕ್ವ,I-PER
ಮೇರ್,O
ಪಾತೆರ್ದ್,O
",",O
ಕರಿನ,O
ವರ್ಷ,B-DATE
ಲಾಕ್,B-POL
ಡೌನ್,I-POL
ಪೊರ್ತುಡು,B-DATE
ರಾಜ್ಯ,B-ORG
ಸರ್ಕಾರ,I-ORG
ಘೋಷಣೆ,B-POL
ಮಲ್ತ್,O
ದಿತ್ತಿನ,O
"5,000",B-NUM
ರೂಪಾಯಿ,B-ACD
ಪ್ಯಾಕೇಜ್,B-POL
ಬ್ಯಾಡ್ಜ್ದ,I-POL
ಸಮಸ್ಯೆರ್ದಾತ್ರ,O
ಎಂಕ್ಲೆಗ್,O
ಎಚ್ಚಿನಕ್ಲೆಗ್,O
ತಿಕ್ದಿಜಿ,O
.,O
ಆಂಡ,O
ಎಂಕುಲು,O
ಮಾತೆರ್ಲ,O
ನೂದು,O
ನೂದು,O
ರೂಪಾಯಿ,B-ACD
ಕರ್ಚಿ,I-ACD
ಮಲ್ತ್ದ್,O
ಅರ್ಜಿ,B-ACD
ಪಾಡ್ದಿತ್ತ,O
.,O
ಆಂಡ,O
ಕಾಲಿ,O
30,B-NUM
ರಿಕ್ಷಾದಕಲೆಗ್,B-ROL
ಮಾತ್ರ,O
ಆ,O
ಪರಿಹಾರ,B-POL
ತಿಕ್ದ್ಂಡ್,O
.,O
ಈ,O
ಸರ್ತಿ,B-DATE
ಮಾತಾ,O
ರಿಕ್ಷಾದಕಲೆಗ್ಲ,B-ROL
ಪರಿಹಾರ,B-POL
ಘೋಷಣೆ,I-POL
ಮಲ್ಪೊಡು,O
ಪಂಡ್ದ್,O
ಒತ್ತಾಯ,O
ಮಲ್ತೆರ್,O
.,O
ದೀಪಕ್,B-PER
ಕಕ್ವ,I-PER
ಬೊಕ್ಕ,O
ಬೇತೆ,O
ಸದಸ್ಯೆರ್,B-ROL
ಸುದ್ದಿಗೋಷ್ಠಿಡ್,B-POL
ಪಾಲ್ಪಡೆದಿತ್ತೆರ್,O
.,O
ರಾಜ್ಯದ,B-GPE
ಕೆಲವು,O
ಕಡೆ,B-LOC
ಉತ್ತಮವಾದ್,O
ಬರ್ಸಬರೊಂದು,B-LEF
ಉಂಡು,O
.,O
ಆತೆ,O
ಅತ್ತoದೆ,O
",",O
ಈ,O
ಬರ್ಸ,B-LEF
ಮೇ.,B-DATE
3,B-NUM
ತಾರೀಖ್,B-DATE
ಮುಟ,O
ಬರ್ಪುಂಡು,O
ಪಂದ್,O
ಹವಾಮಾನ,B-ORG
ಇಲಾಖೆ,I-ORG
ತೆರಿಪಾದುಂಡು,O
",",O
ಜಿಲ್ಲೆಡ್,B-GPE
ಯೆಲ್ಲೋ,B-POL
ಅಲರ್ಟ್,I-POL
ಘೋಷಣೆ,I-POL
ಮಲ್ದೆರ್,O
.,O
ಚಿಕ್ಕಮಗಳೂರು,B-LOC
",",O
ಹಾಸನ,B-LOC
",",O
ಕೊಡಗು,B-LOC
",",O
ಶಿವಮೊಗ್ಗ,B-LOC
ಜಿಲ್ಲೆಡ್,B-GPE
ಎಚ್ಚದ,O
ಬರ್ಸ,B-LEF
ಆಪಿನ,O
ಸಾಧ್ಯತೆ,O
ಉಂಡು,O
ಯೆಲ್ಲೋ,B-POL
ಅಲರ್ಟ್,I-POL
ಘೋಷಣೆ,I-POL
ಮಲ್ದೆರ್,O
.,O
ಆತೆ,O
ಅತ್ತoದೆ,O
",",O
ದಕ್ಷಿಣ,B-LOC
ಕನ್ನಡ,I-LOC
",",O
ಉಡುಪಿ,B-LOC
",",O
ಉತ್ತರ,B-LOC
ಕನ್ನಡ,I-LOC
",",O
ಬೆಳಗಾವಿ,B-LOC
",",O
ಬೀದರ್,B-LOC
",",O
ಧಾರವಾಡ,B-LOC
",",O
ಗದಗ,B-LOC
",",O
ಹಾವೇರಿ,B-LOC
",",O
ಕಲಬುರಗಿ,B-LOC
",",O
ರಾಯಚೂರು,B-LOC
",",O
ವಿಜಯಪುರ,B-LOC
",",O
ಚಾಮರಾಜನಗರ,B-LOC
",",O
ಚಿತ್ರದುರ್ಗ,B-LOC
",",O
ದಾವಣಗೆರೆ,B-LOC
",",O
ಮೈಸೂರು,B-LOC
",",O
ಮಂಡ್ಯ,B-LOC
",",O
ಕೋಲಾರಡ್ಲಾ,B-LOC
ಬರ್ಸ,B-LEF
ಆಪಿನ,O
ಸಾಧ್ಯತೆ,O
ಉಂಡು,O
ಪಂದ್,O
ಹವಾಮಾನ,B-ORG
